time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-02-24T19:57:08.000Z,59.4191,-152.6447,84.5,1.7,Ml,,,,0.45,ak,ak10662896,2013-02-27T23:17:35.536Z,"60km SW of Anchor Point, Alaska",earthquake
2013-02-24T19:48:38.300Z,36.3125,-121.3717,14.1,1.5,Md,,194.4,0.08084838,0.11,nc,nc71943430,2013-02-26T23:06:14.075Z,"11km W of Greenfield, California",earthquake
2013-02-24T19:40:59.000Z,63.8869,-152.8296,16.5,1,Ml,,,,0.55,ak,ak10662895,2013-02-27T23:17:35.522Z,"147km SSW of Tanana, Alaska",earthquake
2013-02-24T19:37:30.000Z,32.336,-115.3537,10,2.4,Ml,,165.6,0.08983153,0.15,ci,ci11248762,2013-02-25T19:25:46.319Z,"15km W of Delta, Mexico",earthquake
2013-02-24T19:23:18.000Z,59.7694,-153.0451,96.5,2.4,Ml,,,,0.59,ak,ak10661252,2013-02-27T23:17:23.646Z,"68km W of Anchor Point, Alaska",earthquake
2013-02-24T19:16:37.600Z,37.637,-113.0618,-0.8,1.7,Md,,104.4,0.02694946,0.04,uu,uu60014032,2013-02-25T19:16:54.023Z,"4km S of Cedar City, Utah",earthquake
2013-02-24T19:14:41.500Z,33.9173,-116.8107,5.1,1,Ml,,219.6,0.21559567,0.23,ci,ci11248754,2013-02-25T19:52:29.559Z,"2km W of Cabazon, California",earthquake
2013-02-24T19:13:00.300Z,33.7035,-116.8108,17.7,1.7,Ml,,169.2,0.08084838,0.07,ci,ci11248746,2013-02-25T19:46:13.805Z,"9km ESE of Valle Vista, California",earthquake
2013-02-24T19:00:30.200Z,35.5455,-120.7718,3.5,1,Md,,61.2,0.10779783,0.09,nc,nc71943420,2013-02-26T02:22:36.716Z,"5km W of Templeton, California",earthquake
2013-02-24T19:00:23.000Z,62.8649,-149.8931,80,1.2,Ml,,,,0.38,ak,ak10661245,2013-02-27T23:17:34.493Z,"61km N of Talkeetna, Alaska",earthquake
2013-02-24T18:57:26.000Z,54.4397,-161.785,24.7,2.3,Ml,,,,0.53,ak,ak10662892,2013-02-27T23:17:34.504Z,"102km SE of Cold Bay, Alaska",earthquake
2013-02-24T18:53:10.000Z,62.4481,-148.4944,2.6,1,Ml,,,,0.52,ak,ak10662891,2013-02-27T23:17:34.474Z,"74km NNE of Sutton-Alpine, Alaska",earthquake
2013-02-24T18:43:22.000Z,60.032,-149.8192,17.2,1.2,Ml,,,,0.25,ak,ak10662890,2013-02-27T23:17:34.458Z,"22km WSW of Seward, Alaska",earthquake
2013-02-24T18:42:03.800Z,37.6462,-122.4915,7.9,1,Md,,180,0.01796631,0.05,nc,nc71943410,2013-02-27T02:56:51.595Z,"3km N of Pacifica, California",earthquake
2013-02-24T18:40:51.657Z,38.0204,-118.1541,7.5653,1.71,ml,12,199,0.134,0.0768,nn,nn00404201,2013-02-25T00:08:15.393Z,"69km SE of Hawthorne, Nevada",earthquake
2013-02-24T18:36:33.000Z,53.7286,-166.0894,25.6,1.6,Ml,,,,0.14,ak,ak10662889,2013-02-27T23:17:33.442Z,"33km ESE of Unalaska, Alaska",earthquake
2013-02-24T18:30:46.400Z,32.9542,-115.5298,7,1.7,Ml,,205.2,0.11678099,0.26,ci,ci11248730,2013-02-25T19:36:22.601Z,"2km S of Brawley, California",earthquake
2013-02-24T18:28:00.300Z,32.3443,-115.3358,15.9,2.2,Ml,,165.6,0.08084838,0.16,ci,ci11248706,2013-02-25T19:32:17.103Z,"13km W of Delta, Mexico",earthquake
2013-02-24T18:25:29.400Z,36.1037,-117.8588,4.2,1,Ml,,176.4,0.01796631,0.11,ci,ci11248714,2013-02-25T19:21:20.772Z,"50km N of Inyokern, California",earthquake
2013-02-24T18:24:05.600Z,38.7877,-122.7618,1.8,2.4,Md,,39.6,0.00898315,0.06,nc,nc71943395,2013-02-25T21:57:36.184Z,"5km SW of Cobb, California",earthquake
2013-02-24T18:16:20.300Z,38.0355,-118.8557,12.9,1.8,Md,,104.4,0.07186522,0.07,nc,nc71943390,2013-02-27T21:50:56.232Z,"41km SE of Bridgeport, California",earthquake
2013-02-24T18:11:17.000Z,60.0841,-152.4833,92.5,2.4,Ml,,,,0.62,ak,ak10661228,2013-02-27T23:17:23.635Z,"46km SSE of Redoubt Volcano, Alaska",earthquake
2013-02-24T18:10:30.500Z,33.0557,-116.4357,6.9,1.5,Ml,,126,0.13474729,0.16,ci,ci11248698,2013-02-25T19:17:10.271Z,"15km E of Julian, California",earthquake
2013-02-24T17:57:59.122Z,38.3249,-118.7385,0,1.41,ml,4,177,0.198,,nn,nn00404197,2013-02-26T20:21:29.267Z,"24km SSW of Hawthorne, Nevada",earthquake
2013-02-24T17:57:00.000Z,60.0184,-153.354,146.2,2.3,Ml,,,,0.47,ak,ak10662887,2013-02-27T23:17:33.431Z,"62km SSW of Redoubt Volcano, Alaska",earthquake
2013-02-24T17:41:49.000Z,60.082,-153.385,156.2,2.5,Ml,,,,0.58,ak,ak10661217,2013-02-27T23:17:23.624Z,"57km SW of Redoubt Volcano, Alaska",earthquake
2013-02-24T17:23:56.000Z,60.8621,-151.9113,89.4,1.7,Ml,,,,0.54,ak,ak10662885,2013-02-27T23:17:33.416Z,"38km WNW of Nikiski, Alaska",earthquake
2013-02-24T17:21:03.000Z,60.8635,-152.8213,168.6,2,Ml,,,,0.45,ak,ak10662884,2013-02-27T23:17:33.404Z,"42km N of Redoubt Volcano, Alaska",earthquake
2013-02-24T17:01:59.000Z,65.7353,-150.4339,17.1,1.4,Ml,,,,0.7,ak,ak10661204,2013-02-27T23:17:23.601Z,"82km N of Manley Hot Springs, Alaska",earthquake
2013-02-24T17:00:43.000Z,60.2841,-147.2747,9.3,1.5,Ml,,,,0.77,ak,ak10662882,2013-02-27T23:17:32.388Z,"88km WSW of Cordova, Alaska",earthquake
2013-02-24T17:00:36.520Z,38.0324,-118.0256,4.2302,1.36,ml,9,210,0.232,0.1074,nn,nn00404193,2013-02-24T23:51:20.333Z,"69km W of Tonopah, Nevada",earthquake
2013-02-24T16:58:45.000Z,61.3601,-149.642,31.1,1.1,Ml,,,,0.36,ak,ak10662881,2013-02-27T23:17:32.377Z,"17km S of Knik-Fairview, Alaska",earthquake
2013-02-24T16:52:43.900Z,18.6686,-64.1962,41,2.3,Md,6,298.8,0.14193381,0.09,pr,pr13055004,2013-02-24T19:08:28.463Z,"52km ENE of Road Town, British Virgin Islands",earthquake
2013-02-24T16:48:47.000Z,61.6407,-150.4917,62.9,1.6,Ml,,,,0.3,ak,ak10661200,2013-02-27T23:17:23.586Z,"26km WSW of Willow, Alaska",earthquake
2013-02-24T16:43:37.900Z,-24.133,-66.857,166.1,4.9,Mb,292,43.2,2.41736643,0.73,us,usc000fcin,2013-09-23T20:01:03.000Z,"55km W of San Antonio de los Cobres, Argentina",earthquake
2013-02-24T16:40:22.100Z,-31.243,-68.477,93.5,4.7,Mb,46,68.4,2.26734778,0.77,us,us2013maau,2013-06-10T21:18:54.497Z,"22km NNE of Albardon, Argentina",earthquake
2013-02-24T16:30:49.200Z,35.5373,-118.5077,7,1.4,Ml,,316.8,0.50305656,0.22,ci,ci11248674,2013-02-25T18:59:03.095Z,"5km SSW of Bodfish, California",earthquake
2013-02-24T16:20:09.400Z,37.5567,-118.7997,3.4,1,Md,,129.6,0.04491576,0.05,nc,nc71943295,2013-02-27T02:12:06.252Z,"18km SE of Mammoth Lakes, California",earthquake
2013-02-24T15:38:56.100Z,35.6254,-90.5528,12,2,Md,17,79.2,0.08084838,0.1,nm,nm022413c,2013-02-24T16:28:47.661Z,"6km SW of Trumann, Arkansas",earthquake
2013-02-24T15:32:13.000Z,58.0487,-137.9872,10,2.3,Ml,,,,1.19,ak,ak10662877,2013-02-27T23:17:31.333Z,"138km WSW of Gustavus, Alaska",earthquake
2013-02-24T15:29:13.800Z,2.854,91.282,8,4.3,Mb,29,169.2,6.11303551,0.78,us,us2013macs,2013-06-10T21:33:23.046Z,"Off the west coast of northern Sumatra",earthquake
2013-02-24T15:28:59.000Z,61.4404,-149.9635,38.9,1,Ml,,,,0.67,ak,ak10662876,2013-02-27T23:17:31.320Z,"9km S of Big Lake, Alaska",earthquake
2013-02-24T15:26:48.000Z,60.9746,-150.702,47.1,1.5,Ml,,,,0.5,ak,ak10661190,2013-02-27T23:17:23.612Z,"44km NE of Nikiski, Alaska",earthquake
2013-02-24T15:16:48.000Z,60.7102,-152.0824,87,1.6,Ml,,,,0.46,ak,ak10662874,2013-02-27T23:17:31.307Z,"43km W of Nikiski, Alaska",earthquake
2013-02-24T15:12:44.000Z,65.694,-145.1947,12.6,1.1,Ml,,,,0.71,ak,ak10662873,2013-02-27T23:17:31.291Z,"34km NW of Circle Hot Springs Station, Alaska",earthquake
2013-02-24T15:12:30.000Z,55.4967,-135.0323,15.8,3.5,Ml,,,,0.73,ak,ak10662872,2013-02-27T23:17:30.266Z,"119km W of Craig, Alaska",earthquake
2013-02-24T15:03:20.616Z,38.0231,-118.0444,0,1.51,ml,8,198,0.215,0.1438,nn,nn00404188,2013-02-25T17:51:29.838Z,"71km W of Tonopah, Nevada",earthquake
2013-02-24T14:58:30.900Z,-25.883,-176.756,67,4.4,Mb,26,151.2,3.50612455,1.04,us,us2013macq,2013-06-10T21:33:24.485Z,"South of the Fiji Islands",earthquake
2013-02-24T14:53:34.000Z,60.3887,-152.066,88.1,1.7,Ml,,,,0.47,ak,ak10661176,2013-02-27T23:17:22.569Z,"38km ESE of Redoubt Volcano, Alaska",earthquake
2013-02-24T14:52:50.100Z,36.02,-117.7903,1.1,1.3,H,,68.4,0.01796631,0.16,ci,ci11248658,2013-02-25T18:50:07.015Z,"41km N of Inyokern, California",earthquake
2013-02-24T14:51:20.500Z,-7.424,128.618,144.5,4.7,Mb,94,39.6,2.70662395,0.71,us,us2013maaq,2013-06-10T21:18:51.613Z,"Kepulauan Barat Daya, Indonesia",earthquake
2013-02-24T14:46:25.000Z,60.9879,-152.4468,123.5,3.9,Ml,,,,0.8,ak,ak10661165,2013-02-27T23:19:47.473Z,"58km NNE of Redoubt Volcano, Alaska",earthquake
2013-02-24T14:38:36.500Z,-19.118,-70.52,69.7,4.3,Mb,16,144,0.86867088,0.92,us,us2013macu,2013-06-10T21:33:26.020Z,"74km SSW of Arica, Chile",earthquake
2013-02-24T14:36:16.500Z,-24.901,-177.65,237.5,4.7,Mb,88,118.8,4.33526956,0.89,us,us2013maap,2013-06-10T21:18:48.734Z,"South of the Fiji Islands",earthquake
2013-02-24T14:33:21.700Z,11.011,91.998,19.9,4.7,Mb,58,75.6,0.96928219,0.82,us,us2013maan,2013-06-10T21:18:46.816Z,"109km SW of Port Blair, India",earthquake
2013-02-24T14:13:21.161Z,38.0297,-118.0623,11.4351,3.52,ml,18,123,0.204,0.1256,nn,nn00404186,2013-06-10T21:25:21.335Z,"73km SE of Hawthorne, Nevada",earthquake
2013-02-24T13:52:22.000Z,60.0147,-153.4023,132.7,1.7,Ml,,,,0.49,ak,ak10662868,2013-02-27T23:17:30.226Z,"63km SW of Redoubt Volcano, Alaska",earthquake
2013-02-24T13:15:26.300Z,37.4645,-118.662,9.8,1,Md,,100.8,0.05389892,0.04,nc,nc71943250,2013-02-27T01:49:03.514Z,"21km WNW of West Bishop, California",earthquake
2013-02-24T13:04:21.600Z,18.9582,-64.9943,11,2.3,Md,3,255.6,0.66565163,0.05,pr,pr13055002,2013-02-24T17:29:57.900Z,"68km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2013-02-24T13:02:28.200Z,18.6637,-64.5798,51,2.7,Md,9,180,0.24344344,0.14,pr,pr13055003,2013-06-10T21:33:27.648Z,"27km N of Road Town, British Virgin Islands",earthquake
2013-02-24T13:02:04.300Z,-8.407,127.038,82,5.1,Mb,120,50.4,3.04618713,1.12,us,usc000fch5,2013-09-23T20:01:01.000Z,"162km E of Dili, East Timor",earthquake
2013-02-24T12:56:02.900Z,32.527,-96.911,5,2.6,MbLg,27,50.4,0.70877076,0.73,us,usc000fch3,2013-06-10T21:18:12.440Z,"2km W of Ovilla, Texas",earthquake
2013-02-24T12:53:19.500Z,18.9796,-65.0258,42,2.6,Md,4,237.6,0.70068592,0.05,pr,pr13055001,2013-06-10T21:25:22.747Z,"71km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2013-02-24T12:37:51.100Z,33.2515,-115.6718,0.1,1.4,Ml,,61.2,0.07186522,0.19,ci,ci11248634,2013-02-25T18:36:09.315Z,"14km W of Niland, California",earthquake
2013-02-24T12:33:03.000Z,61.7086,-147.6141,34,1.1,Ml,,,,0.39,ak,ak10661142,2013-02-27T23:17:21.514Z,"66km E of Sutton-Alpine, Alaska",earthquake
2013-02-24T12:13:51.000Z,63.302,-151.0471,10.6,2.3,Ml,,,,0.7,ak,ak10661135,2013-02-27T23:17:21.503Z,"105km W of Cantwell, Alaska",earthquake
2013-02-24T12:04:16.000Z,62.1255,-145.1031,17.6,1.1,Ml,,,,0.81,ak,ak10662864,2013-02-27T23:17:30.203Z,"23km E of Glennallen, Alaska",earthquake
2013-02-24T11:52:26.000Z,60.0326,-152.2187,66.1,1.5,Ml,,,,0.24,ak,ak10662863,2013-02-27T23:17:30.182Z,"35km NW of Anchor Point, Alaska",earthquake
2013-02-24T11:47:39.000Z,59.4134,-152.7553,72.5,2,Ml,,,,0.36,ak,ak10662862,2013-02-27T23:17:30.169Z,"66km SW of Anchor Point, Alaska",earthquake
2013-02-24T11:27:43.900Z,-5.151,132.846,12.4,4.2,Mb,24,86.4,2.29699218,1.25,us,usc000fcgt,2013-06-10T21:18:08.048Z,"58km N of Tual, Indonesia",earthquake
2013-02-24T11:25:24.200Z,38.2043,-110.3788,5.9,1.5,Md,,136.8,0.38627557,0.05,uu,uu60014012,2013-02-25T17:38:18.332Z,"34km ESE of Hanksville, Utah",earthquake
2013-02-24T11:16:18.100Z,35.3723,-118.4698,7,1.1,Ml,,252,0.26051143,0.12,ci,ci11248618,2013-02-25T17:59:50.638Z,"24km S of Bodfish, California",earthquake
2013-02-24T11:05:38.000Z,60.103,-147.9746,6.3,1.5,Ml,,,,0.37,ak,ak10662860,2013-02-27T23:17:29.143Z,"79km E of Bear Creek, Alaska",earthquake
2013-02-24T10:56:54.000Z,63.1242,-151.4802,8.5,1.1,Ml,,,,0.77,ak,ak10661125,2013-02-27T23:17:22.555Z,"113km NW of Talkeetna, Alaska",earthquake
2013-02-24T10:53:59.000Z,60.1166,-150.5403,50,2.2,Ml,,,,0.47,ak,ak10661123,2013-02-27T23:17:21.491Z,"48km SSE of Sterling, Alaska",earthquake
2013-02-24T10:41:06.500Z,37.9237,-122.0195,14.1,1.4,Md,,72,0.01796631,0.1,nc,nc71943185,2013-02-27T03:07:52.905Z,"3km E of Waldon, California",earthquake
2013-02-24T10:35:52.200Z,32.462,-96.912,5,2.5,MbLg,15,90,0.65936342,1.21,us,usc000fcgj,2013-06-10T21:18:06.598Z,"7km SSW of Ovilla, Texas",earthquake
2013-02-24T10:26:56.900Z,36.1888,-118.022,1.1,1.7,Ml,,79.2,0.1527136,0.13,ci,ci11248594,2013-02-27T00:33:59.819Z,"46km S of Lone Pine, California",earthquake
2013-02-24T10:23:20.300Z,14.769,120.048,69.3,4.3,Mb,47,111.6,8.64987787,0.7,us,usc000fch0,2013-06-10T21:18:09.591Z,"20km S of San Nicolas, Philippines",earthquake
2013-02-24T10:21:18.200Z,33.684,-116.7773,16.6,1.2,Ml,,64.8,0.06288207,0.12,ci,ci11248586,2013-02-26T15:55:09.967Z,"8km SW of Idyllwild-Pine Cove, California",earthquake
2013-02-24T10:19:55.200Z,36.1907,-118.0208,1.6,1.7,Ml,,79.2,0.1527136,0.15,ci,ci11248578,2013-02-26T15:31:27.095Z,"46km S of Lone Pine, California",earthquake
2013-02-24T10:04:46.600Z,-30.639,-178.03,74.2,4.6,Mb,71,75.6,1.38879543,1.2,us,us2013macv,2013-06-10T21:35:27.616Z,"121km NE of L'Esperance Rock, New Zealand",earthquake
2013-02-24T09:56:34.000Z,62.0786,-145.0609,16.7,1.1,Ml,,,,0.73,ak,ak10662857,2013-02-27T23:17:29.131Z,"25km E of Glennallen, Alaska",earthquake
2013-02-24T09:55:54.800Z,37.5608,-121.9528,6.7,2.9,Ml,,28.8,0.01796631,0.15,nc,nc71943160,2014-03-07T22:00:13.512Z,"3km ENE of Fremont, California",earthquake
2013-02-24T09:46:07.000Z,66.8736,-154.0307,12.5,1.4,Ml,,,,1,ak,ak10662855,2013-02-27T23:17:29.118Z,"71km WNW of New Allakaket, Alaska",earthquake
2013-02-24T09:34:04.000Z,61.5677,-146.4494,30.5,1.3,Ml,,,,0.51,ak,ak10662854,2013-02-27T23:17:29.107Z,"48km N of Valdez, Alaska",earthquake
2013-02-24T09:22:08.900Z,-24.207,-67.147,188.5,4.1,Ml,14,93.6,2.26734778,1.41,us,usb000fi97,2013-06-10T21:32:34.204Z,"84km W of San Antonio de los Cobres, Argentina",earthquake
2013-02-24T09:00:00.500Z,0.978,-78.463,10,4.5,Mb,24,140.4,0.73931348,1.14,us,usc000fcg3,2013-06-10T21:18:05.104Z,"53km SE of San Lorenzo de Esmeraldas, Ecuador",earthquake
2013-02-24T08:54:30.000Z,61.9053,-148.0474,32.2,1.1,Ml,,,,0.44,ak,ak10662852,2013-02-27T23:17:29.079Z,"43km ENE of Sutton-Alpine, Alaska",earthquake
2013-02-24T08:38:39.000Z,33.6967,-116.8037,18.1,1,Ml,,75.6,0.07186522,0.11,ci,ci11248538,2013-02-25T22:39:20.669Z,"8km SW of Idyllwild-Pine Cove, California",earthquake
2013-02-24T08:29:43.000Z,63.2417,-150.5489,122.1,1.2,Ml,,,,0.19,ak,ak10662851,2013-02-27T23:17:28.047Z,"81km W of Cantwell, Alaska",earthquake
2013-02-24T08:12:49.000Z,51.408,-176.1341,48.5,2.2,Ml,,,,0.43,ak,ak10662850,2013-02-27T23:17:28.035Z,"63km SE of Adak, Alaska",earthquake
2013-02-24T07:57:31.000Z,63.0611,-150.4177,103.9,1.7,Ml,,,,0.42,ak,ak10661102,2013-02-27T23:17:21.480Z,"82km WSW of Cantwell, Alaska",earthquake
2013-02-24T07:51:48.000Z,18.5764,-65.7515,83,3,Md,11,198,0.31890193,0.23,pr,pr13055000,2013-02-24T08:55:22.901Z,"18km NNE of Vieques, Puerto Rico",earthquake
2013-02-24T07:50:49.000Z,61.44,-146.6369,19.9,1.4,Ml,,,,0.67,ak,ak10662848,2013-02-27T23:17:28.022Z,"37km NNW of Valdez, Alaska",earthquake
2013-02-24T07:44:07.000Z,62.1891,-150.6621,63.6,1.4,Ml,,,,0.53,ak,ak10661101,2013-02-27T23:17:21.540Z,"32km WSW of Talkeetna, Alaska",earthquake
2013-02-24T07:24:09.000Z,57.4786,-154.0197,11.7,2.3,Ml,,,,0.53,ak,ak10661098,2013-02-27T23:17:21.469Z,"7km SSW of Larsen Bay, Alaska",earthquake
2013-02-24T06:33:34.000Z,64.9119,-139.3101,13.2,2.7,Ml,,,,1.59,ak,ak10661093,2013-02-27T23:17:24.742Z,"86km E of Eagle Village, Alaska",earthquake
2013-02-24T06:15:30.400Z,36.4514,-89.6078,11.9,1.7,Md,20,54,0.01796631,0.05,nm,nm022413b,2013-02-24T13:38:51.469Z,"8km ENE of Portageville, Missouri",earthquake
2013-02-24T06:10:45.000Z,60.2879,-148.3457,15,1.6,Ml,,,,0.63,ak,ak10662843,2013-02-27T23:17:28.058Z,"57km SSE of Whittier, Alaska",earthquake
2013-02-24T06:05:18.100Z,34.1133,-117.3237,18.3,1.5,Ml,,57.6,0.08983153,0.14,ci,ci11248522,2013-02-25T22:27:24.224Z,"3km W of San Bernardino, California",earthquake
2013-02-24T05:59:51.300Z,37.6945,-112.4403,6.3,1.9,Ml,,97.2,0.26949459,0.2,uu,uu60014007,2013-02-25T17:13:38.170Z,"14km S of Panguitch, Utah",earthquake
2013-02-24T05:56:31.400Z,37.7073,-112.4568,-2.2,1.2,Md,,140.4,0.39525873,0.35,uu,uu60014002,2013-02-25T16:26:27.867Z,"12km S of Panguitch, Utah",earthquake
2013-02-24T05:55:52.200Z,39.8083,-123.5607,11.9,1.8,Md,,108,0.06288207,0.18,nc,nc71943130,2013-02-26T02:47:44.685Z,"14km NNW of Laytonville, California",earthquake
2013-02-24T05:52:40.200Z,35.6258,-90.5527,12.4,2.5,Md,21,79.2,0.08084838,0.1,nm,nm022431a,2013-12-25T07:06:04.867Z,"6km SW of Trumann, Arkansas",earthquake
2013-02-24T05:46:31.000Z,53.5486,-167.1431,15.8,2.5,Ml,,,,0.63,ak,ak10661087,2013-02-27T23:17:26.863Z,"53km SW of Unalaska, Alaska",earthquake
2013-02-24T05:46:14.131Z,37.6991,-115.5309,0,1.13,ml,4,340,0.683,0.1408,nn,nn00404537,2013-02-28T17:18:21.132Z,"49km NW of Alamo, Nevada",earthquake
2013-02-24T05:07:30.400Z,36.481,70.294,221,4.4,Mb,36,68.4,2.18739772,0.74,us,usc000fceq,2013-06-10T21:18:00.673Z,"40km ESE of Farkhar, Afghanistan",earthquake
2013-02-24T04:55:18.900Z,37.014,140.65,47.3,4.6,Mb,116,97.2,2.01761613,0.67,us,usc000fcep,2013-06-10T21:17:59.265Z,"21km W of Iwaki, Japan",earthquake
2013-02-24T04:38:53.000Z,63.5149,-148.7899,10.7,1.3,Ml,,,,0.7,ak,ak10661079,2013-02-27T23:17:21.437Z,"15km NNE of Cantwell, Alaska",earthquake
2013-02-24T04:18:00.000Z,60.5386,-146.4033,22.3,1.4,Ml,,,,0.41,ak,ak10662837,2013-02-27T23:17:26.886Z,"35km W of Cordova, Alaska",earthquake
2013-02-24T04:12:20.000Z,61.3331,-150.0832,43.1,1.8,Ml,,,,0.36,ak,ak10661073,2013-02-27T23:17:21.422Z,"16km NW of Anchorage, Alaska",earthquake
2013-02-24T03:38:55.000Z,62.1656,-150.2089,12.7,1.6,Ml,,,,0.42,ak,ak10661068,2013-02-27T23:17:20.402Z,"18km W of Y, Alaska",earthquake
2013-02-24T03:09:01.567Z,38.0446,-118.0455,0,1.7,ml,14,121,0.222,,nn,nn00404173,2013-02-26T20:03:39.177Z,"71km W of Tonopah, Nevada",earthquake
2013-02-24T03:07:19.000Z,61.5146,-149.841,39.3,1.3,Ml,,,,0.49,ak,ak10662833,2013-02-27T23:17:26.848Z,"6km E of Big Lake, Alaska",earthquake
2013-02-24T02:48:28.000Z,63.4082,-151.1662,7.1,1.1,Ml,,,,0.64,ak,ak10662831,2013-02-27T23:17:25.808Z,"110km W of Cantwell, Alaska",earthquake
2013-02-24T02:48:18.000Z,61.6056,-149.7835,39.3,1.3,Ml,,,,0.41,ak,ak10661062,2013-02-27T23:17:20.386Z,"3km SSE of Houston, Alaska",earthquake
2013-02-24T02:35:47.000Z,59.896,-148.7615,9.6,1.9,Ml,,,,0.47,ak,ak10661059,2013-02-27T23:17:20.370Z,"44km ESE of Seward, Alaska",earthquake
2013-02-24T02:01:35.145Z,38.5142,-118.4039,12,1.15,ml,5,173,0.147,,nn,nn00404172,2013-02-26T20:03:34.171Z,"19km E of Hawthorne, Nevada",earthquake
2013-02-24T01:58:19.000Z,61.4013,-151.1448,12.5,2.1,Ml,,,,0.81,ak,ak10661045,2013-02-27T23:17:20.344Z,"64km WSW of Big Lake, Alaska",earthquake
2013-02-24T01:51:29.000Z,63.4044,-150.3863,12.5,1,Ml,,,,0.84,ak,ak10662827,2013-02-27T23:17:25.796Z,"71km W of Cantwell, Alaska",earthquake
2013-02-24T01:44:59.000Z,56.7469,-155.2212,49,2.1,Ml,,,,0.56,ak,ak10661043,2013-02-27T23:17:20.355Z,"105km NNE of Chirikof Island, Alaska",earthquake
2013-02-24T01:41:12.300Z,38.5022,-122.7285,8.2,1.4,Md,,57.6,0.12576414,0.09,nc,nc71943035,2013-02-26T22:52:42.462Z,"2km ESE of Larkfield-Wikiup, California",earthquake
2013-02-24T01:39:20.200Z,38.7928,-122.767,3.3,1.6,Md,,68.4,0.00898315,0.06,nc,nc71943030,2013-02-26T22:16:43.149Z,"5km SW of Cobb, California",earthquake
2013-02-24T01:32:57.100Z,53.438,-163.348,37.2,2.6,Ml,12,262.8,1.26842118,0,us,us2013mac3,2013-06-10T21:42:04.208Z,"157km S of False Pass, Alaska",earthquake
2013-02-24T01:28:57.000Z,63.0482,-149.5469,83.3,1.1,Ml,,,,0.22,ak,ak10662824,2013-02-27T23:17:25.770Z,"48km SW of Cantwell, Alaska",earthquake
2013-02-24T01:28:14.000Z,60.1168,-152.5555,96.1,2.2,Ml,,,,0.54,ak,ak10661036,2013-02-27T23:17:19.316Z,"42km SSE of Redoubt Volcano, Alaska",earthquake
2013-02-24T01:09:21.600Z,33.2825,-116.7838,13,1.3,Ml,,72,0.09881468,0.12,ci,ci11248498,2013-02-25T20:45:50.989Z,"19km SSE of Aguanga, California",earthquake
2013-02-24T01:05:28.000Z,62.1804,-145.5481,25.5,1.4,Ml,,,,0.54,ak,ak10661033,2013-02-27T23:17:19.306Z,"7km N of Glennallen, Alaska",earthquake
2013-02-24T01:02:14.000Z,40.2243,-112.1238,7.3,1.3,Md,,97.2,0.10779783,0.18,uu,uu60013997,2013-02-25T16:16:12.789Z,"14km SW of Eagle Mountain, Utah",earthquake
2013-02-24T00:57:30.200Z,27.264,75.491,10,3.6,Mb,12,309.6,6.64214321,0.86,us,usc000fcdj,2013-06-10T21:18:03.682Z,"12km SW of Ringas, India",earthquake
2013-02-24T00:08:44.400Z,59.975,-138.975,5,2.5,Ml,22,64.8,0.36920758,0,us,us2013mabc,2013-06-10T21:25:25.611Z,"63km NE of Yakutat, Alaska",earthquake
2013-02-24T00:07:49.000Z,54.8293,-160.6322,25.2,2,Ml,,,,0.46,ak,ak10660913,2013-02-27T23:17:19.332Z,"57km S of Sand Point, Alaska",earthquake
2013-02-23T23:39:52.400Z,38.8062,-122.8105,4,2.2,Md,,36,0.00898315,0.06,nc,nc71943005,2013-02-25T19:46:09.940Z,"7km WSW of Cobb, California",earthquake
2013-02-23T23:14:10.000Z,62.2934,-151.0677,79.3,1.9,Ml,25,72,0.38358063,0.37,ak,ak10660901,2013-03-02T00:27:58.882Z,"49km W of Talkeetna, Alaska",earthquake
2013-02-23T22:43:07.700Z,35.664,-121.0745,6,1.3,Md,,90,0.06288207,0.09,nc,nc71942990,2013-02-27T00:40:10.249Z,"10km ENE of San Simeon, California",earthquake
2013-02-23T22:28:38.600Z,35.6261,-90.5583,14.1,3.6,Mw,30,82.8,0.07186522,0.11,nm,nm022313d,2013-06-10T21:17:57.720Z,"7km SW of Trumann, Arkansas",earthquake
2013-02-23T22:26:15.000Z,63.1265,-151.3248,11.3,1,Ml,5,144,0.44915764,0.57,ak,ak10665522,2013-03-02T00:27:58.988Z,"108km NW of Talkeetna, Alaska",earthquake
2013-02-23T22:25:46.000Z,53.3238,-166.9029,18.9,2,Ml,5,331.2,0.49407341,0.24,ak,ak10665521,2013-03-02T00:27:58.975Z,"65km SSW of Unalaska, Alaska",earthquake
2013-02-23T22:17:03.000Z,62.2506,-150.8906,76.6,1.6,Ml,8,100.8,0.78872082,0.19,ak,ak10665520,2013-03-02T00:27:58.960Z,"41km W of Talkeetna, Alaska",earthquake
2013-02-23T22:15:54.000Z,49.3993,-120.4748,0,2.4,Md,,205.2,0.56593863,0.51,uw,uw60507486,2013-02-24T18:01:55.397Z,"7km SSE of Princeton, Canada",quarry
2013-02-23T21:43:04.000Z,60.3538,-153.0111,129.3,2.3,Ml,8,205.2,0.15630686,0.42,ak,ak10665519,2013-03-02T00:27:58.946Z,"20km SW of Redoubt Volcano, Alaska",earthquake
